Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V3606,Vendor_585_Ltd,Electronics,6,2464,1768,315,1408,129,12,2.11,3.0,54.0,0.0326,401774.0,0
V4454,Vendor_340_Ltd,Textiles,18,327,68,36,36,55,27,3.45,5.0,48.0,0.2083,168654.0,High
V6306,Vendor_208_Corp,Automotive,6,670,306,223,80,102,21,4.09,3.0,35.0,0.2602,289758.0,High
V6456,Vendor_583_LLC,Textiles,5,3516,865,765,622,550,14,2.14,7.0,9.0,0.0818,-10000.0,
V5392,Vendor_842_Ltd,Textiles,7,2285,1370,80,1260,856,24,4.21,7.0,67.0,0.1178,454154.0,1
V4197,Vendor_839_Co,Textiles,26,1735,696,633,149,516,5,3.11,8.0,59.0,0.0786,54194.0,YES
V7744,Vendor_621_Corp,Raw Materials,6,4837,3550,823,3144,2163,23,3.26,10.0,25.0,0.2495,18791.0,Low
V8882,Vendor_801_LLC,Raw Materials,16,2443,1946,1914,1305,38,28,3.28,10.0,,0.1873,185379.0,1
V5222,Vendor_772_Corp,IT Hardware,29,4364,1351,434,420,337,9,4.93,1.0,1.0,0.2529,291398.0,YES
V4531,Vendor_808_Ltd,Chemicals,2,4667,1865,444,67,740,22,3.27,5.0,18.0,,30010.0,NO
V2402,Vendor_731_Co,Chemicals,18,2222,340,204,9,43,1,3.57,1.0,16.0,0.1414,363880.0,High Risk
V4941,Vendor_792_Corp,Raw Materials,10,431,276,94,190,206,29,2.06,3.0,13.0,0.1049,27151.0,High Risk
V9413,Vendor_602_LLC,Electronics,2,3024,812,76,481,59,5,4.21,2.0,3.0,0.1987,387033.0,
V7500,Vendor_547_Corp,Office Supplies,3,4259,2699,2595,2297,1792,23,3.35,5.0,34.0,0.0932,182161.0,high
V3197,Vendor_814_Corp,Raw Materials,12,3778,2253,118,1603,49,18,2.33,3.0,67.0,0.2431,28346.0,High
V3737,Vendor_874_Corp,Office Supplies,5,3364,1034,766,774,379,3,2.17,10.0,38.0,0.0617,322340.0,
V5295,Vendor_758_Co,Machinery,2,2061,112,101,18,21,23,4.26,3.0,2.0,0.221,272849.0,low
V6245,Vendor_542_Co,Electronics,21,4512,2165,183,1289,675,28,4.36,5.0,36.0,0.1521,496461.0,NO
V1707,Vendor_333_Inc,Packaging,23,849,497,62,383,69,16,4.08,2.0,57.0,0.1022,181622.0,
V8562,Vendor_538_LLC,Textiles,29,3667,1234,573,731,944,5,3.16,7.0,57.0,0.1615,366229.0,0
V1110,Vendor_840_Ltd,Food & Beverage,16,1936,425,138,376,279,12,3.52,5.0,9.0,0.1904,34151.0,0
V7417,Vendor_533_Ltd,Packaging,13,4657,245,170,91,169,1,2.04,9.0,51.0,0.0289,171249.0,0
V6001,Vendor_675_Co,Food & Beverage,17,4336,2326,572,2287,269,8,4.47,1.0,1.0,,243566.0,1
V2104,Vendor_468_Ltd,IT Hardware,27,4060,3191,1286,2095,2184,28,4.16,8.0,56.0,0.2192,29688.0,NO
V9869,Vendor_860_Ltd,Packaging,3,3974,2530,152,1377,782,24,4.08,10.0,44.0,0.0637,399801.0,High
V5675,Vendor_641_Ltd,Packaging,7,4510,2100,1969,127,1925,29,,3.0,71.0,0.1944,196975.0,RISK
V1542,Vendor_451_Corp,Office Supplies,20,1944,993,185,818,540,30,4.47,8.0,53.0,0.2311,,YES
V4532,Vendor_568_LLC,Packaging,4,1546,247,238,218,100,25,3.24,10.0,16.0,0.2316,237194.0,low
V2805,Vendor_835_Inc,Chemicals,19,3832,756,620,624,65,1,4.25,5.0,25.0,0.2686,274330.0,NO
V3445,Vendor_986_Ltd,Machinery,8,107,60,41,32,48,24,4.25,8.0,30.0,0.1547,413077.0,High Risk
V8844,Vendor_425_Co,Automotive,17,3579,304,269,119,225,13,2.93,3.0,32.0,0.0338,394918.0,Low Risk
V7687,Vendor_107_Inc,IT Hardware,22,1261,52,45,37,4,30,2.88,2.0,62.0,0.2207,83612.0,1
V9683,Vendor_678_Co,Electronics,25,4903,3114,1324,1458,633,2,4.96,8.0,52.0,0.1746,426920.0,high
V4537,Vendor_444_Co,Automotive,7,99,62,18,34,24,19,3.45,9.0,35.0,0.1343,59793.0,NO
V8603,Vendor_480_Corp,Electronics,19,4963,1132,858,1124,37,13,3.37,9.0,31.0,0.2679,467798.0,High Risk
V6343,Vendor_965_Co,Electronics,19,3268,653,65,593,175,29,4.2,5.0,39.0,0.0225,157527.0,low
V5531,Vendor_891_LLC,Automotive,6,3997,75,56,34,8,9,3.6,4.0,12.0,0.0925,358298.0,high
V9509,Vendor_719_Inc,Food & Beverage,15,1684,1644,1257,1463,760,7,Excellent,3.0,22.0,0.1573,435848.0,low
V3634,Vendor_692_Corp,Raw Materials,18,3280,1218,635,912,964,17,4.99,5.0,6.0,0.2202,61949.0,
V6638,Vendor_698_LLC,Raw Materials,20,1446,919,232,24,350,10,4.95,7.0,8.0,0.1899,55287.0,High Risk
V7771,Vendor_438_Ltd,Raw Materials,22,1858,1306,476,107,205,25,,9.0,21.0,0.1221,491226.0,low
V7672,Vendor_769_Co,Electronics,23,16,10,7,8,3,7,2.09,5.0,10.0,0.2463,129917.0,YES
V2430,Vendor_460_Ltd,Chemicals,28,563,346,239,236,215,999,2.67,6.0,14.0,0.2901,201077.0,High
V9832,Vendor_896_Corp,Chemicals,16,3439,725,600,94,337,30,2.91,8.0,32.0,0.145,149923.0,0
V3736,Vendor_245_Corp,Raw Materials,12,158,7,1,7,5,24,3.65,2.0,72.0,0.0843,83008.0,1
V2259,Vendor_542_Co,Raw Materials,10,2292,2024,770,455,1662,12,3.06,10.0,7.0,0.0619,178380.0,1
V5757,Vendor_821_Ltd,Automotive,2,3492,1400,1308,144,604,27,2.27,5.0,56.0,0.2611,161388.0,Low
V4055,Vendor_238_LLC,Textiles,8,1923,256,40,185,227,25,4.99,2.0,58.0,0.2521,471349.0,High Risk
V3490,Vendor_277_Inc,Food & Beverage,3,1293,488,142,272,88,12,3.96,6.0,,0.0956,177896.0,YES
V9509,,Food & Beverage,1,3928,2100,290,1000,834,8,,2.0,45.0,0.1181,220010.0,low
V1774,Vendor_953_Inc,Textiles,1,1264,460,14,439,402,19,3.95,5.0,35.0,0.1878,457972.0,1
V7076,Vendor_199_Corp,Chemicals,1,1121,452,377,109,111,30,3.76,2.0,36.0,0.1929,467512.0,low
V1475,Vendor_110_Ltd,Office Supplies,8,4389,3811,3760,2824,1792,22,3.84,,36.0,0.2877,222116.0,High
V4055,TBD,Food & Beverage,11,536,234,46,121,43,11,,2.0,29.0,0.0847,90737.0,low
V5971,Vendor_575_Corp,Office Supplies,30,810,596,316,16,138,17,3.67,2.0,38.0,0.0276,70478.0,
V2006,Vendor_506_Ltd,Textiles,3,34,4,4,4,4,15,2.06,10.0,48.0,0.0354,395450.0,
V4314,Vendor_286_Corp,Textiles,30,4451,2410,2226,915,440,27,2.12,3.0,58.0,0.1083,219389.0,
V6285,Vendor_,IT Hardware,3,303,22,16,11,17,23,2.87,7.0,45.0,0.0203,471040.0,low
V9870,Vendor_235_Ltd,Packaging,14,1683,1066,46,600,853,15,4.21,1.0,38.0,0.0567,12553.0,
V7395,Vendor_201_Inc,Machinery,10,1864,464,366,395,103,21,2.95,5.0,69.0,0.2211,201737.0,low
V1671,Vendor_749_Inc,Office Supplies,12,2219,48,27,36,48,25,3.69,10.0,33.0,0.0959,495166.0,
V9146,Vendor_754_LLC,Textiles,7,750,654,415,320,636,9,4.57,8.0,45.0,0.1011,230517.0,Low
V7563,Vendor_192_LLC,IT Hardware,26,1601,314,1,79,8,21,2.39,4.0,14.0,0.2334,218747.0,low
V5832,Vendor_821_Ltd,Textiles,2,786,615,19,145,336,22,4.11,3.0,4.0,0.1218,326573.0,Low
V5850,Vendor_359_Corp,Office Supplies,14,3192,1371,550,459,1040,8,2.49,7.0,24.0,0.0692,329195.0,
V7586,Vendor_462_Co,Office Supplies,3,72,72,34,46,16,14,3.02,2.0,39.0,0.2417,91504.0,YES
V6312,Vendor_838_Corp,Chemicals,17,4316,2172,517,1096,893,4,4.64,5.0,70.0,0.1051,315352.0,YES
V4966,Vendor_764_Corp,Raw Materials,14,4376,2771,1041,1802,913,4,4.91,8.0,19.0,0.0894,199226.0,0
V4156,Vendor_598_Ltd,Machinery,22,3794,329,162,107,30,4,3.46,5.0,65.0,0.0314,377207.0,high
V1234,Vendor_239_LLC,Raw Materials,29,4633,224,200,98,112,15,4.3,1.0,68.0,0.0297,169068.0,1
V7162,Vendor_896_LLC,Electronics,29,4777,333,68,51,323,16,2.24,1.0,23.0,0.2778,371535.0,YES
V4303,Vendor_204_Ltd,Textiles,25,3535,1765,130,251,1415,29,2.36,6.0,65.0,0.2249,192833.0,NO
V2313,Vendor_904_Co,Textiles,6,2978,1249,443,653,764,18,2.48,3.0,45.0,0.0026,56726.0,High Risk
V4860,Vendor_384_Corp,Raw Materials,30,2123,1851,1553,603,141,20,4.78,3.0,28.0,0.1248,467889.0,0
V7229,Vendor_690_Corp,Chemicals,2,961,586,376,130,320,19,,7.0,55.0,0.0959,192377.0,High 
V6234,Vendor_519_LLC,Textiles,20,1304,939,194,658,935,27,2.29,9.0,48.0,0.2619,157291.0,
V6331,Vendor_317_LLC,Food & Beverage,23,3128,1031,240,623,626,12,4.53,1.0,13.0,0.2457,200842.0,Low Risk
V1896,Vendor_283_Corp,Textiles,19,2948,2907,1289,825,524,22,4.97,5.0,44.0,0.1065,137899.0,High Risk
V7237,Vendor_966_Co,Electronics,25,3695,2558,1879,1917,1568,2,4.39,1.0,22.0,0.1345,405258.0,
V8812,Vendor_177_Co,Machinery,10,406,269,133,60,184,6,2.91,2.0,6.0,0.2353,197062.0,High Risk
V5474,Vendor_633_Ltd,Raw Materials,24,2655,1509,235,377,950,26,3.85,7.0,10.0,0.2478,402464.0,NO
V3605,Vendor_340_Co,Textiles,14,4070,2209,1832,1784,995,28,2.9,10.0,59.0,0.1988,137786.0,YES
V6714,Vendor_385_Co,Office Supplies,4,4867,3882,1066,2548,790,30,4.87,2.0,68.0,0.2399,265728.0,High Risk
V1327,Vendor_802_Corp,Electronics ,16,2784,313,277,258,216,22,2.88,10.0,24.0,0.0613,365010.0,1
V9053,Vendor_547_Co,Packaging,11,3124,94,69,34,26,1,3.5,10.0,50.0,0.2515,319008.0,
V1550,Vendor_557_Co,Electronics,8,138,61,13,4,6,24,2.13,8.0,30.0,0.1619,396515.0,
V5126,Vendor_675_Inc,Machinery,28,167,61,17,52,33,24,4.88,8.0,5.0,,221186.0,0
V2435,Vendor_656_Co,Office Supplies,25,1044,108,62,100,63,2,2.51,8.0,47.0,0.0612,405838.0,YES
V1237,Vendor_277_Corp,Packaging,7,956,121,63,30,61,18,-1.0,5.0,45.0,0.0125,108009.0,Low
V8907,Vendor_905_Corp,Machinery,15,14,1,0,0,1,30,4.94,8.0,15.0,0.024,241966.0,
V8665,Vendor_814_LLC,Machinery,9,2428,1270,471,455,1100,25,2.31,5.0,19.0,0.1781,303563.0,Low Risk
V1326,Vendor_906_Corp,Automotive,10,1598,897,589,885,550,23,3.94,9.0,36.0,0.1684,62676.0,Low
V6931,Vendor_891_LLC,Food & Beverage,11,4725,2880,1118,542,2574,1,3.1,9.0,65.0,0.1916,268677.0,High
V7484,Vendor_107_Inc,Machinery,17,1029,718,475,422,660,10,2.8,5.0,40.0,0.2515,417881.0,high
V4323,Vendor_496_Ltd,Food & Beverage,2,173,41,37,14,13,12,2.42,8.0,18.0,0.106,284506.0,High
V6284,Vendor_111_Co,Food & Beverage,16,1181,69,30,20,50,28,3.03,10.0,52.0,0.1356,,low
V4596,Vendor_694_Co,Machinery,28,2037,97,75,60,58,-1,4.54,7.0,4.0,0.1708,345638.0,
V3797,Vendor_524_LLC,Raw Materials,15,801,125,115,73,59,22,2.52,8.0,18.0,0.0043,451540.0,Low
V7123,Vendor_476_LLC,IT Hardware,25,52,51,9,35,34,23,4.57,9.0,3.0,0.0121,466936.0,
V8244,Vendor_258_Corp,Electronics,1,1824,64,0,62,52,28,3.39,3.0,64.0,0.0521,380535.0,High
V4443,Vendor_969_LLC,Office Supplies,22,4998,3093,2434,2258,421,3,2.51,10.0,47.0,0.0822,487811.0,YES
V6067,Vendor_311_LLC,Office Supplies,9,126,85,8,43,28,20,4.33,2.0,,0.107,241816.0,
V5183,Vendor_401_Ltd,Raw Materials,29,2278,317,77,287,0,28,2.48,9.0,26.0,0.2272,68192.0,High
V7099,Vendor_123_LLC,Office Supplies,4,4252,1783,1387,432,164,20,3.53,10.0,54.0,0.2892,419312.0,
V9553,Vendor_668_Inc,Machinery,2,606,132,73,69,124,1,5.0,6.0,3.0,0.1393,420660.0,1
V3832,Vendor_801_Corp,Machinery,16,3462,1094,933,770,581,6,4.71,6.0,39.0,0.004,298961.0,Low
V5845,Vendor_178_Inc,Food & Beverage,16,1642,1331,206,281,419,11,4.54,1.0,15.0,0.0769,447393.0,NO
V1180,Vendor_656_Corp,Automotive,26,4906,1344,1146,938,1297,12,3.55,4.0,45.0,0.0305,397024.0,1
V8701,Vendor_248_Corp,Packaging,23,3474,2220,1839,171,271,3,3.6,5.0,60.0,0.2888,149388.0,High
V4194,Vendor_966_Co,Food & Beverage,5,4680,1888,1017,1426,94,28,3.17,2.0,60.0,0.1513,488579.0,0
V3267,Vendor_670_Inc,Chemicals,1,3199,2869,2437,2054,188,30,4.77,8.0,67.0,0.06,363927.0,0
V3772,Vendor_300_LLC,Raw Materials,15,2103,862,234,12,196,12,4.29,8.0,45.0,0.0536,428634.0,0
V6940,Vendor_498_Co,Chemicals,17,1262,1137,550,224,429,1,2.9,1.0,60.0,0.0614,396056.0,
V7632,Vendor_295_Co,Packaging,21,1319,28,26,1,7,28,4.38,7.0,34.0,0.2838,383168.0,1
V3176,Vendor_417_Corp,IT Hardware,30,3624,1187,451,663,863,22,2.13,6.0,22.0,0.2422,22993.0,YES
V6508,Vendor_351_Ltd,Raw Materials,1,2151,1112,776,742,781,18,3.39,3.0,39.0,0.0853,167224.0,NO
V7178,Vendor_897_Corp,Office Supplies,3,640,41,35,40,27,5,3.92,1.0,51.0,0.1394,428170.0,1
V3462,Vendor_906_LLC,Food & Beverage,21,800,677,223,325,599,3,3.12,6.0,63.0,0.2119,319576.0,high
V5895,Vendor_178_Inc,Food & Beverage,8,793,282,222,55,194,7,3.43,9.0,35.0,0.0022,325582.0,1
V8932,Vendor_859_Corp,Textiles,17,3082,430,311,403,221,29,3.34,8.0,45.0,0.0795,411109.0,NO
V3730,Vendor_951_Co,Chemicals,28,1049,930,751,137,634,27,,9.0,53.0,0.065,283034.0,
V7457,Vendor_706_Corp,Textiles,17,2862,1953,731,14,1158,12,3.17,3.0,35.0,0.0644,207776.0,low
V7436,Vendor_244_Ltd,Raw Materials,18,3354,1535,1318,628,437,21,3.36,10.0,53.0,0.0153,114863.0,Low
V2937,Vendor_729_Inc,Packaging,7,2368,1003,454,13,801,22,3.84,2.0,11.0,0.201,262595.0,high
V6790,Vendor_309_Co,Food & Beverage,19,711,549,232,492,422,25,2.1,,59.0,0.2971,,
V3366,Vendor_233_LLC,Machinery,18,4326,3553,2912,267,485,13,4.08,6.0,55.0,0.2931,129214.0,0
V1116,Vendor_783_Corp,Automotive,9,2918,1679,1675,758,331,13,3.5,9.0,67.0,0.1631,495349.0,low
V2397,Vendor_865_Ltd,Food & Beverage,17,3066,1050,281,298,420,4,4.78,3.0,15.0,0.2186,84949.0,low
V7305,Vendor_220_Corp,Electronics,13,3303,704,124,589,287,24,4.36,1.0,69.0,0.2659,184265.0,NO
V2872,TBD,Food & Beverage,14,2679,954,831,430,837,27,,3.0,69.0,0.0643,282770.0,High Risk
V8383,Vendor_847_LLC,Textiles,12,1118,777,174,350,500,21,2.35,7.0,46.0,0.2126,241244.0,Low
V5180,Vendor_484_LLC,Electronics,7,3965,1521,453,1456,732,28,2.71,10.0,2.0,0.232,51123.0,high
V6876,Vendor_327_Inc,Packaging,11,1836,1815,126,398,293,999,3.81,6.0,26.0,0.1792,95922.0,0
V3210,Vendor_826_LLC,Raw Materials,9,1448,1011,479,997,911,9,2.94,4.0,70.0,0.1417,161090.0,low
V8753,Vendor_358_Inc,Machinery,5,1481,258,3,134,176,29,2.9,5.0,15.0,0.2818,23362.0,
V2244,Vendor_413_Inc,Electronics,20,1451,451,357,275,214,999,2.37,9.0,22.0,0.0466,187105.0,
V7450,Vendor_245_Ltd,Office Supplies,9,1443,1209,1196,155,1014,1,2.2,6.0,61.0,0.1443,363064.0,0
V7354,Vendor_819_Corp,IT Hardware,12,709,547,356,116,537,28,3.9,8.0,15.0,0.2853,361768.0,
V4831,Vendor_826_Inc,IT Hardware,21,713,195,113,25,129,16,4.1,10.0,20.0,0.2363,321437.0,1
V9376,Vendor_323_Ltd,Raw Materials,12,400,263,102,99,241,27,3.9,3.0,50.0,0.1244,213762.0,high
V8016,Vendor_378_Corp,IT Hardware,30,599,79,72,43,42,22,2.27,7.0,28.0,0.1773,237380.0,High Risk
V3701,Vendor_931_Ltd,Electronics,8,1106,701,501,367,192,8,4.18,3.0,28.0,0.2202,310168.0,
V9090,Vendor_443_Corp,Chemicals,10,2992,673,151,215,476,26,3.57,1.0,51.0,0.1959,330872.0,0
V9372,Vendor_489_LLC,Food & Beverage,2,1998,583,565,242,36,29,4.64,2.0,20.0,0.2638,261623.0,NO
V1231,Vendor_313_Ltd,Textiles,15,1614,349,344,156,94,4,2.79,3.0,5.0,0.0205,487937.0,high
V6078,Vendor_955_Corp,IT Hardware,17,265,171,59,121,136,27,4.4,7.0,65.0,,281324.0,high
V8010,Vendor_594_Ltd,Electronics,14,3750,1789,210,1084,1280,14,3.46,2.0,21.0,0.2395,93734.0,High Risk
V8038,Vendor_313_Ltd,Automotive,11,4005,1164,1004,767,120,7,3.69,3.0,65.0,0.1197,108486.0,high
V1489,Vendor_878_Co,Electronics,11,3647,3428,1910,2378,1109,21,3.69,7.0,3.0,0.0661,338314.0,low
V9942,Vendor_692_Inc,Automotive,13,3786,1353,1174,848,84,20,3.35,4.0,43.0,0.2603,157968.0,1
V9296,Vendor_419_LLC,Office Supplies,5,155,138,52,138,121,7,3.0,5.0,18.0,0.0441,6004.0,High Risk
V4665,NA,Electronics,12,1596,938,185,442,312,17,4.4,10.0,57.0,0.2943,470659.0,High
V3035,Vendor_611_LLC,Office Supplies,5,2379,1624,926,978,1049,27,3.19,8.0,11.0,0.2916,156055.0,1
V4137,Vendor_344_Ltd,IT Hardware,16,416,182,134,31,31,9,2.68,2.0,6.0,0.0751,55179.0,High Risk
V9656,Vendor_210_Ltd,Office Supplies,7,953,947,80,364,766,3,3.06,10.0,35.0,0.0481,39435.0,1
V2641,Vendor_208_Co,Raw Materials,26,1235,303,290,301,298,10,4.6,6.0,53.0,0.0792,,low
V7566,Vendor_231_Ltd,Chemicals,16,1886,204,123,95,59,11,2.45,9.0,52.0,0.0756,54941.0,0
V5190,Vendor_805_Corp,Textiles,1,4750,1275,701,903,1222,18,Poor,2.0,27.0,0.2529,285833.0,high risk
V9438,Vendor_383_LLC,Machinery,14,2016,83,6,2,76,4,4.67,4.0,58.0,0.0247,51395.0,High Risk
V2464,Vendor_483_Inc,Machinery,15,4632,3845,2648,1193,1790,10,4.68,1.0,30.0,0.0025,381620.0,YES
V3297,Vendor_811_Ltd,Electronics,2,4635,75,16,66,19,20,4.41,5.0,48.0,0.1853,432620.0,0
V4422,Vendor_183_Inc,IT Hardware,3,2969,1859,1187,786,752,24,4.92,1.0,60.0,0.1423,340688.0,
V9647,Vendor_578_Co,Packaging,18,452,448,197,363,272,30,2.08,10.0,13.0,0.0427,421593.0,low
V3087,Vendor_432_Ltd,Automotive,24,3459,2003,1126,1014,1638,30,4.23,7.0,17.0,0.0329,57559.0,
V7273,Vendor_786_Corp,Textiles,22,828,640,544,163,94,7,3.71,4.0,9.0,0.1584,198241.0,low
V1849,Vendor_730_Ltd,Office Supplies,7,1583,669,104,580,336,27,2.74,5.0,4.0,0.2025,451378.0,NO
V7181,Vendor_860_Co,Machinery,18,94,22,0,4,20,16,3.66,1.0,28.0,0.2234,163360.0,YES
V9611,Vendor_948_Co,Automotive,26,2001,574,402,250,150,6,3.64,4.0,50.0,0.1512,120247.0,YES
V8775,Vendor_902_LLC,Electronics,25,2447,947,332,751,737,20,3.56,7.0,41.0,0.1413,254074.0,1
V1409,Vendor_747_Ltd,Machinery,8,348,224,149,140,42,4,2.99,1.0,53.0,0.1911,254069.0,Low Risk
V2086,Vendor_662_LLC,Textiles,13,569,192,32,169,180,19,4.44,5.0,67.0,0.0747,309083.0,High Risk
V1498,Vendor_735_Inc,Packaging,22,159,115,81,62,24,20,4.19,8.0,15.0,0.0794,330572.0,
V2839,Vendor_728_Ltd,Packaging,1,1189,980,140,885,313,5,3.53,8.0,26.0,0.0732,35336.0,low
V9777,Vendor_473_Corp,Raw Materials,12,2277,2053,576,1306,36,10,4.38,5.0,58.0,0.2073,439428.0,Low
V4650,Vendor_962_Ltd,Office Supplies,8,1127,527,401,14,487,23,4.53,TBD,9.0,0.2155,186579.0,Low Risk
V6155,Vendor_557_Inc,IT Hardware,3,3446,2308,2092,1474,2182,25,2.26,7.0,56.0,0.1373,80291.0,high
V8923,Vendor_246_Ltd,Chemicals,6,747,700,664,120,525,20,2.58,2.0,60.0,0.1033,428109.0,1
V4189,Vendor_331_LLC,Chemicals,9,2032,1162,557,69,166,7,3.43,7.0,62.0,0.197,108541.0,YES
V6345,Vendor_202_Corp,Raw Materials,21,736,372,335,331,294,4,3.6,5.0,20.0,0.1081,97819.0,high
V6338,Vendor_529_Ltd,Chemicals,1,464,325,185,43,189,19,4.36,1.0,15.0,0.2188,339684.0,low
V3348,Vendor_746_Ltd,Textiles,4,2981,915,27,597,378,22,2.72,1.0,8.0,0.2126,215358.0,1
V1077,Vendor_157_Ltd,Automotive,18,3965,1197,1145,1014,938,365,2.36,3.0,44.0,0.0727,176287.0,1
V8913,Vendor_764_Inc,Textiles,19,1567,865,519,605,187,27,4.25,9.0,52.0,0.0853,393934.0,1
V7818,Vendor_921_Co,Office Supplies,15,1927,974,221,652,108,12,N/A,8.0,40.0,0.1241,25803.0,1
V2633,Vendor_486_Ltd,Electronics,4,831,741,539,140,12,27,2.04,1.0,17.0,0.0745,44828.0,High
V1632,Vendor_115_Co,Food & Beverage,30,4512,3150,744,463,2003,25,3.52,4.0,23.0,0.1836,472717.0,1
V9998,Vendor_664_Ltd,Machinery,7,3821,2444,1596,1267,952,10,4.13,3.0,21.0,0.0854,211850.0,High
V4606,Vendor_167_Inc,IT Hardware,12,2600,49,24,13,29,2,2.2,4.0,53.0,0.0905,314979.0,low
V8800,Vendor_871_Corp,Chemicals,21,4738,2066,435,1830,950,9,4.06,2.0,37.0,0.25,83006.0,0
V2788,Vendor_434_Inc,Raw Materials,5,720,166,135,32,155,4,4.14,7.0,8.0,0.2926,400324.0,high
V2646,Vendor_311_LLC,Office Supplies,1,2010,72,46,9,43,19,3.19,4.0,8.0,0.2595,490804.0,Low Risk
V4281,Vendor_891_Ltd,Machinery,10,1390,582,292,9,177,21,4.51,1.0,33.0,0.0271,418971.0,NO
V9025,Vendor_635_Inc,Textiles,21,4583,3289,1331,1174,464,3,2.84,6.0,N/A,0.1566,204289.0,Low Risk
V1508,Vendor_515_Corp,Electronics,8,587,59,6,5,46,1,4.25,9.0,43.0,0.1753,118351.0,low
V6896,Vendor_995_Corp,Automotive,6,2488,1133,717,472,900,19,,1.0,26.0,0.2863,378117.0,Low
V7312,Vendor_197_LLC,Electronics ,22,3742,818,253,452,256,11,4.49,6.0,55.0,0.2157,400767.0,NO
V2859,Vendor_161_Inc,Electronics,8,2965,325,105,297,318,2,3.62,1.0,7.0,0.2405,212409.0,Low Risk
V4717,Vendor_340_Ltd,Textiles,14,2138,1264,145,237,565,14,4.3,10.0,12.0,0.1286,415339.0,low
V2463,Vendor_327_Inc,Machinery,24,2128,749,696,343,670,28,2.92,6.0,48.0,0.0782,155167.0,low
V1737,Vendor_143_Corp,Chemicals,11,2266,1804,1358,1340,729,18,2.9,9.0,18.0,0.039,251377.0,0
V5721,Vendor_424_LLC,Raw Materials,13,3383,3087,2666,641,1239,29,2.78,1.0,13.0,0.2601,298244.0,0
V3682,Vendor_237_LLC,IT Hardware,7,898,603,241,557,350,4,4.85,5.0,24.0,0.2545,42585.0,1
V3891,Vendor_850_Co,Automotive,22,1311,1196,841,1073,330,365,99.0,5.0,20.0,0.136,109072.0,NO
V6641,Vendor_351_Ltd,Machinery,30,1888,1669,1495,374,812,8,4.68,8.0,69.0,0.1102,131064.0,low
V4643,Vendor_681_Corp,Office Supplies,27,904,33,6,18,29,19,3.52,4.0,41.0,0.1559,148708.0,High Risk
V2218,Vendor_541_Ltd,IT Hardware,29,2504,951,217,114,416,22,3.42,5.0,53.0,0.1747,21797.0,low
V5341,Vendor_246_Inc,Food & Beverage,2,3797,469,435,382,112,14,4.0,5.0,18.0,0.0385,68012.0,Low
V4283,Vendor_596_Inc,Raw Materials,10,2940,126,121,27,31,11,4.79,2.0,32.0,0.1436,42835.0,High
V3501,Vendor_526_Ltd,Automotive,17,3354,111,64,52,22,27,3.43,10.0,4.0,0.0364,363625.0,0
V8992,Vendor_939_Inc,IT Hardware,6,4251,2869,933,1581,2587,18,3.89,2.0,68.0,0.2995,247465.0,1
V5367,Vendor_576_LLC,Food & Beverage,5,3559,604,291,604,282,10,10.0,8.0,50.0,0.1799,307318.0,High Risk
V4154,Vendor_248_LLC,Automotive,1,1699,1121,1001,400,811,2,2.77,4.0,53.0,0.0766,191889.0,High Risk
V9912,Vendor_201_Ltd,Raw Materials,22,4516,1332,991,843,1244,14,2.86,1.0,63.0,0.0758,119438.0,low
V2074,Vendor_391_LLC,Textiles,29,3162,2646,306,724,1390,4,4.89,9.0,11.0,0.0391,34227.0,Low
V3992,Vendor_198_Inc,Automotive,26,2129,1254,1183,770,507,4,3.71,5.0,22.0,0.2544,376315.0,0
V3539,Vendor_269_Ltd,Machinery,12,3264,1906,1060,85,1353,12,3.62,10.0,61.0,0.134,492304.0,Low Risk
V5279,Vendor_310_LLC,Chemicals,6,1785,669,246,13,164,26,4.73,6.0,69.0,0.0257,168024.0,Low Risk
V1209,Vendor_790_Ltd,Raw Materials,13,3906,3846,2781,1505,734,15,3.57,2.0,16.0,0.043,211042.0,NO
V8282,Vendor_866_Inc,Office Supplies,15,1041,297,261,119,237,25,2.16,5.0,72.0,0.0972,386528.0,High Risk
V5210,Vendor_110_Co,Chemicals,24,971,518,188,100,66,17,-1.0,,53.0,0.0341,332401.0,
V2733,Vendor_435_Ltd,Food & Beverage,12,2720,445,267,387,390,2,,2.0,14.0,0.1855,172288.0,0
V9195,Vendor_704_Co,Office Supplies,9,838,822,475,452,639,13,4.52,3.0,37.0,0.1401,149116.0,High Risk
V7916,Vendor_710_Corp,Textiles,13,395,56,9,40,10,20,4.99,9.0,33.0,0.2913,452296.0,0
V3251,Vendor_284_LLC,Food & Beverage,30,2263,401,95,147,243,5,2.13,5.0,9.0,0.1798,182161.0,1
V7961,Vendor_199_Corp,Food & Beverage,4,2116,1982,820,1879,315,27,4.19,10.0,51.0,0.0131,291322.0,1
V1100,Vendor_379_LLC,Packaging,18,3417,535,490,323,163,9,4.63,3.0,13.0,0.2841,156633.0,Low Risk
V1599,Vendor_674_LLC,Office Supplies,13,3608,688,72,575,381,3,3.2,5.0,6.0,0.1031,205339.0,High
V8889,Vendor_907_LLC,Chemicals,25,4951,1837,1009,967,1490,24,2.53,,22.0,0.1448,164522.0,
